Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Subscription Status,WasContactedBefore,PreviouslyContacted 
41,services,married,high.school,unknown,no,yes,telephone,11,0,0,0
46,blue-collar,single,basic.9y,unknown,unknown,unknown,cellular,1,0,0,0
44,blue-collar,married,professional.course,no,no,no,telephone,1,0,0,0
41,services,single,basic.9y,no,no,no,cellular,5,0,0,0
38,admin.,single,university.degree,no,yes,no,cellular,1,0,0,0
42,admin.,married,university.degree,no,unknown,no,telephone,3,0,0,0
28,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,1,0,0,0
46,blue-collar,married,basic.6y,no,yes,unknown,telephone,2,0,0,0
54,management,married,university.degree,unknown,no,yes,telephone,4,0,0,0
58,admin.,married,high.school,no,yes,no,telephone,3,0,0,0
47,admin.,married,high.school,no,unknown,yes,telephone,1,0,0,0
37,admin.,single,high.school,no,yes,yes,telephone,2,0,0,0
35,admin.,single,professional.course,no,unknown,no,cellular,3,0,0,0
59,admin.,married,high.school,no,unknown,no,cellular,1,0,0,0
54,retired,married,high.school,unknown,unknown,no,telephone,1,0,0,0
44,blue-collar,married,basic.9y,unknown,yes,no,telephone,4,0,0,0
59,admin.,married,high.school,no,unknown,no,telephone,1,0,0,0
36,services,married,university.degree,no,unknown,no,cellular,1,0,0,0
57,admin.,married,university.degree,no,unknown,no,cellular,6,0,0,0
40,management,married,university.degree,no,unknown,unknown,telephone,2,0,0,0
28,blue-collar,married,basic.9y,no,unknown,yes,telephone,2,0,0,0
34,blue-collar,divorced,basic.9y,no,yes,no,cellular,1,0,0,0
38,blue-collar,single,high.school,no,no,no,cellular,1,1,0,0
29,management,single,university.degree,no,no,no,cellular,1,0,0,0
40,technician,married,professional.course,no,yes,yes,cellular,1,0,0,0
35,services,single,high.school,no,no,yes,telephone,1,0,0,0
31,services,married,high.school,no,yes,unknown,telephone,5,0,0,0
43,management,single,high.school,no,unknown,no,cellular,1,0,0,0
37,unemployed,single,university.degree,no,unknown,yes,cellular,1,1,1,5
55,housemaid,married,basic.4y,no,no,no,telephone,1,0,0,0
39,blue-collar,married,basic.9y,unknown,yes,no,telephone,8,0,0,0
29,technician,married,professional.course,no,yes,no,cellular,1,0,0,0
35,admin.,married,high.school,no,unknown,no,cellular,1,0,0,0
36,admin.,married,university.degree,unknown,unknown,no,cellular,3,0,0,0
35,services,married,high.school,no,unknown,no,cellular,2,0,0,0
30,management,single,university.degree,no,unknown,no,cellular,1,1,0,0
54,blue-collar,married,basic.4y,no,unknown,unknown,cellular,6,0,0,0
33,blue-collar,single,university.degree,no,yes,unknown,cellular,4,0,0,0
24,technician,single,university.degree,no,no,no,cellular,1,0,0,0
42,blue-collar,divorced,basic.4y,no,unknown,no,telephone,3,0,0,0
24,blue-collar,single,basic.6y,no,unknown,no,cellular,1,0,0,0
43,self-employed,married,professional.course,no,yes,no,cellular,2,0,0,0
49,services,married,high.school,no,unknown,no,cellular,4,0,0,0
27,blue-collar,married,basic.9y,no,unknown,no,cellular,2,0,0,0
53,blue-collar,single,basic.4y,no,no,no,cellular,2,0,0,0
31,admin.,single,university.degree,no,unknown,no,cellular,1,0,0,0
51,admin.,married,university.degree,no,yes,no,cellular,2,0,0,0
46,blue-collar,married,basic.4y,no,unknown,no,cellular,2,1,0,0
31,services,single,high.school,no,unknown,unknown,telephone,6,0,0,0
51,management,married,university.degree,no,no,no,cellular,1,0,0,0
36,admin.,married,high.school,no,no,no,telephone,3,0,0,0
46,admin.,married,university.degree,unknown,no,no,cellular,1,0,0,0
52,management,married,basic.4y,unknown,unknown,no,telephone,35,0,0,0
52,technician,married,university.degree,unknown,unknown,no,telephone,3,0,0,0
28,technician,single,university.degree,no,yes,no,cellular,2,0,0,0
59,retired,single,high.school,no,unknown,no,telephone,1,0,0,0
26,blue-collar,single,basic.9y,no,unknown,no,cellular,1,0,0,0
28,services,married,high.school,no,no,yes,cellular,2,1,1,6
34,blue-collar,married,high.school,no,yes,no,telephone,3,0,0,0
27,student,divorced,unknown,no,unknown,no,telephone,1,0,0,0
35,blue-collar,single,basic.9y,no,yes,no,cellular,2,0,0,0
35,technician,married,professional.course,no,unknown,no,cellular,2,0,0,0
29,admin.,single,high.school,no,unknown,yes,cellular,3,0,1,9
40,technician,single,high.school,no,unknown,no,cellular,1,0,0,0
56,retired,married,basic.4y,no,no,no,telephone,2,0,0,0
56,retired,married,basic.6y,no,unknown,no,cellular,1,0,0,0
26,blue-collar,single,basic.9y,no,unknown,no,cellular,1,0,0,0
27,services,single,high.school,no,unknown,no,cellular,6,0,0,0
26,blue-collar,married,basic.9y,unknown,yes,no,cellular,8,0,0,0
28,admin.,single,university.degree,no,unknown,no,cellular,3,0,0,0
40,blue-collar,single,basic.9y,no,unknown,no,cellular,3,0,0,0
34,blue-collar,married,basic.9y,no,yes,no,cellular,1,0,0,0
38,blue-collar,married,basic.6y,unknown,yes,no,cellular,1,0,0,0
37,blue-collar,single,professional.course,no,no,no,cellular,1,0,0,0
39,blue-collar,divorced,basic.9y,unknown,unknown,unknown,cellular,1,0,0,0
27,admin.,single,professional.course,no,unknown,no,cellular,1,0,0,0
34,admin.,single,high.school,no,no,no,cellular,1,0,0,0
42,services,married,basic.9y,unknown,unknown,no,telephone,5,0,0,0
30,admin.,single,high.school,no,unknown,no,cellular,7,0,0,0
40,blue-collar,married,basic.6y,no,unknown,unknown,cellular,3,0,0,0
76,retired,married,basic.4y,no,unknown,no,cellular,2,0,0,0
35,technician,single,professional.course,no,unknown,no,cellular,4,0,0,0
38,technician,divorced,professional.course,no,unknown,no,cellular,1,0,0,0
46,services,married,basic.9y,no,unknown,no,telephone,1,0,0,0
32,admin.,single,university.degree,no,unknown,no,cellular,1,0,0,0
33,blue-collar,married,basic.4y,no,unknown,no,telephone,23,0,0,0
42,technician,single,professional.course,no,unknown,no,cellular,2,0,0,0
59,admin.,divorced,high.school,unknown,unknown,yes,cellular,3,1,0,0
24,technician,divorced,professional.course,no,no,no,cellular,1,0,0,0
39,technician,married,unknown,no,unknown,no,telephone,3,0,0,0
52,admin.,married,high.school,no,yes,no,cellular,4,0,0,0
59,blue-collar,married,basic.9y,no,unknown,unknown,cellular,1,1,0,0
40,technician,married,professional.course,unknown,unknown,yes,cellular,1,0,0,0
81,retired,married,basic.4y,no,no,no,cellular,2,1,0,0
49,admin.,married,university.degree,unknown,no,unknown,cellular,1,0,0,0
35,blue-collar,married,basic.4y,unknown,yes,no,cellular,1,0,0,0
32,blue-collar,married,university.degree,no,no,yes,cellular,1,0,0,0
37,entrepreneur,divorced,high.school,unknown,unknown,no,cellular,4,0,0,0
47,technician,divorced,professional.course,unknown,unknown,yes,cellular,9,0,0,0
39,services,married,high.school,no,unknown,no,telephone,6,1,0,0
30,admin.,married,university.degree,no,no,no,cellular,3,0,0,0
30,blue-collar,married,basic.6y,unknown,unknown,no,telephone,1,0,0,0
31,admin.,married,university.degree,no,unknown,no,telephone,1,1,0,0
31,services,divorced,high.school,no,unknown,no,cellular,1,0,0,0
49,services,divorced,basic.6y,unknown,unknown,unknown,telephone,4,0,0,0
35,technician,married,high.school,no,no,yes,cellular,2,0,0,0
48,blue-collar,married,basic.6y,unknown,yes,no,cellular,2,1,0,0
34,unemployed,married,university.degree,no,unknown,no,cellular,3,0,0,0
20,student,single,basic.9y,no,unknown,no,cellular,1,1,0,0
53,technician,divorced,university.degree,no,unknown,no,cellular,1,1,0,0
29,admin.,single,university.degree,no,unknown,no,cellular,2,1,1,9
27,technician,single,university.degree,no,unknown,no,cellular,1,1,1,3
25,services,single,high.school,no,unknown,no,telephone,14,0,0,0
42,management,divorced,university.degree,no,unknown,no,cellular,5,0,0,0
37,admin.,single,university.degree,no,unknown,no,telephone,11,0,0,0
32,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,2,0,0,0
41,technician,married,professional.course,no,unknown,no,cellular,2,1,0,0
27,blue-collar,married,basic.6y,unknown,unknown,no,telephone,1,0,0,0
42,technician,divorced,professional.course,no,unknown,no,cellular,11,0,0,0
41,technician,married,university.degree,no,unknown,unknown,cellular,1,0,0,0
48,admin.,married,university.degree,no,unknown,no,telephone,2,0,0,0
26,blue-collar,single,basic.4y,no,yes,yes,telephone,1,0,0,0
42,self-employed,divorced,university.degree,no,unknown,no,cellular,2,0,0,0
52,services,married,university.degree,no,yes,no,telephone,1,0,0,0
39,services,married,high.school,no,no,no,cellular,2,0,0,0
56,admin.,married,university.degree,no,yes,unknown,cellular,2,0,0,0
37,housemaid,married,university.degree,unknown,no,no,telephone,3,0,0,0
31,entrepreneur,single,university.degree,no,yes,no,cellular,3,0,0,0
26,admin.,single,high.school,no,no,no,cellular,2,1,0,0
57,technician,married,professional.course,no,unknown,no,telephone,7,0,0,0
68,retired,married,university.degree,no,unknown,unknown,cellular,2,0,0,0
39,admin.,married,high.school,no,unknown,unknown,telephone,4,0,0,0
57,retired,married,basic.6y,no,unknown,no,cellular,3,0,0,0
76,retired,married,university.degree,no,yes,no,cellular,1,0,0,0
38,admin.,single,high.school,no,yes,no,cellular,1,0,0,0
31,blue-collar,single,basic.9y,no,unknown,no,cellular,1,0,0,0
44,technician,married,professional.course,no,unknown,no,cellular,2,0,0,0
53,admin.,single,high.school,no,unknown,no,cellular,1,0,0,0
41,housemaid,married,high.school,no,no,no,cellular,2,0,0,0
25,technician,married,university.degree,no,unknown,no,cellular,1,0,0,0
43,blue-collar,married,basic.9y,unknown,no,no,telephone,23,0,0,0
32,services,single,high.school,no,unknown,no,cellular,1,0,0,0
37,blue-collar,divorced,basic.9y,unknown,unknown,no,telephone,1,0,0,0
44,technician,divorced,unknown,no,no,yes,telephone,2,0,0,0
48,self-employed,divorced,university.degree,no,unknown,no,cellular,3,1,0,0
57,retired,married,unknown,unknown,yes,no,telephone,1,0,0,0
30,admin.,single,university.degree,no,unknown,yes,cellular,2,0,0,0
47,admin.,single,university.degree,no,yes,no,cellular,3,0,0,0
84,retired,married,high.school,no,unknown,no,cellular,1,1,0,0
45,unknown,married,unknown,no,unknown,no,telephone,4,0,0,0
40,self-employed,married,high.school,unknown,unknown,no,telephone,1,0,0,0
27,admin.,married,high.school,no,unknown,unknown,cellular,1,0,0,0
47,services,married,high.school,unknown,unknown,no,telephone,6,0,0,0
43,services,single,high.school,unknown,unknown,yes,cellular,1,0,0,0
40,management,single,high.school,no,unknown,no,cellular,4,0,0,0
41,entrepreneur,divorced,unknown,no,yes,no,cellular,1,0,0,0
49,blue-collar,married,high.school,unknown,unknown,no,cellular,1,0,0,0
50,technician,single,professional.course,no,unknown,yes,cellular,1,0,0,0
32,admin.,married,university.degree,no,unknown,yes,cellular,3,0,0,0
24,student,single,high.school,no,unknown,unknown,cellular,2,1,1,12
51,blue-collar,married,basic.4y,unknown,yes,yes,cellular,3,0,0,0
37,self-employed,single,basic.4y,no,no,yes,cellular,2,0,0,0
32,admin.,married,university.degree,no,unknown,no,cellular,1,0,0,0
47,management,married,university.degree,no,unknown,no,telephone,3,0,0,0
43,blue-collar,married,basic.9y,no,no,yes,cellular,2,0,0,0
38,management,married,basic.9y,no,unknown,no,telephone,1,1,0,0
58,admin.,single,university.degree,no,unknown,no,cellular,5,0,0,0
53,admin.,single,basic.6y,no,unknown,unknown,telephone,1,0,0,0
41,self-employed,married,basic.4y,no,unknown,no,telephone,1,0,0,0
39,technician,single,university.degree,no,unknown,no,cellular,1,0,0,0
55,services,married,basic.9y,no,unknown,no,cellular,1,1,1,6
59,technician,married,unknown,no,unknown,no,telephone,1,0,0,0
36,technician,single,professional.course,no,unknown,yes,telephone,2,0,0,0
39,management,single,university.degree,no,unknown,no,cellular,12,0,0,0
27,admin.,single,university.degree,no,unknown,no,cellular,5,0,0,0
54,entrepreneur,divorced,unknown,no,unknown,yes,cellular,2,0,0,0
58,admin.,married,basic.9y,no,unknown,no,cellular,7,0,0,0
44,management,married,university.degree,no,unknown,no,cellular,2,0,0,0
33,unemployed,divorced,basic.9y,no,unknown,no,telephone,2,0,0,0
51,technician,married,basic.9y,unknown,no,no,cellular,4,0,0,0
36,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,0,0,0
41,services,married,high.school,no,unknown,yes,telephone,4,0,0,0
42,self-employed,married,university.degree,no,unknown,no,cellular,1,1,1,3
45,admin.,married,unknown,unknown,unknown,no,cellular,1,1,0,0
26,admin.,single,high.school,no,no,no,telephone,6,0,0,0
35,services,married,high.school,no,yes,yes,cellular,1,0,0,0
52,blue-collar,single,unknown,unknown,unknown,yes,cellular,11,0,0,0
30,admin.,married,high.school,unknown,unknown,no,cellular,2,0,0,0
37,technician,single,professional.course,no,unknown,no,cellular,1,0,0,0
60,retired,divorced,professional.course,no,yes,no,cellular,1,0,0,0
32,blue-collar,married,professional.course,unknown,unknown,no,cellular,2,0,0,0
69,retired,married,basic.4y,no,yes,yes,cellular,3,1,0,0
52,management,divorced,university.degree,no,unknown,no,telephone,1,0,0,0
31,admin.,single,university.degree,no,unknown,no,cellular,3,1,0,0
29,blue-collar,married,basic.9y,no,yes,no,cellular,1,0,0,0
36,housemaid,married,basic.4y,no,unknown,no,cellular,4,0,0,0
28,student,single,university.degree,unknown,unknown,no,cellular,2,0,0,0
29,technician,single,university.degree,no,yes,no,cellular,1,0,0,0
36,housemaid,married,basic.4y,no,unknown,no,cellular,7,0,0,0
32,services,married,high.school,unknown,unknown,yes,telephone,2,0,0,0
36,management,married,university.degree,no,no,no,cellular,2,0,0,0
33,housemaid,unknown,university.degree,no,unknown,no,cellular,3,0,0,0
37,self-employed,married,high.school,no,unknown,yes,telephone,2,0,0,0
34,blue-collar,married,basic.4y,no,unknown,unknown,cellular,1,0,0,0
47,admin.,married,high.school,unknown,unknown,no,cellular,8,0,0,0
48,admin.,married,high.school,no,unknown,no,telephone,1,0,0,0
35,admin.,single,university.degree,no,unknown,no,cellular,1,0,0,0
33,self-employed,single,professional.course,no,yes,yes,telephone,1,0,0,0
54,services,married,basic.4y,no,unknown,yes,cellular,1,0,0,0
49,self-employed,single,basic.9y,no,unknown,yes,telephone,5,0,0,0
56,services,divorced,high.school,unknown,yes,no,cellular,2,0,0,0
32,technician,married,university.degree,no,unknown,no,cellular,1,0,0,0
45,services,divorced,high.school,no,unknown,no,telephone,8,0,0,0
59,management,married,university.degree,no,unknown,no,telephone,2,0,0,0
38,admin.,married,high.school,no,no,no,cellular,2,0,0,0
31,technician,married,professional.course,no,no,unknown,cellular,1,0,0,0
30,services,single,high.school,unknown,unknown,no,telephone,1,0,0,0
49,blue-collar,married,basic.9y,no,unknown,yes,telephone,2,0,0,0
89,retired,divorced,basic.4y,no,unknown,no,cellular,1,1,0,0
37,services,married,high.school,no,yes,no,telephone,1,0,0,0
33,services,married,basic.4y,no,unknown,yes,telephone,6,0,0,0
29,blue-collar,single,university.degree,no,unknown,no,telephone,2,0,0,0
25,admin.,single,high.school,no,no,yes,cellular,6,0,0,0
59,retired,married,professional.course,no,unknown,yes,cellular,1,1,0,0
47,admin.,divorced,university.degree,no,no,no,telephone,4,0,0,0
48,admin.,married,high.school,no,unknown,unknown,telephone,2,0,0,0
42,technician,married,university.degree,no,no,no,telephone,2,0,0,0
39,admin.,married,basic.6y,unknown,unknown,no,cellular,2,0,0,0
68,management,married,basic.9y,no,unknown,unknown,cellular,1,0,0,0
25,management,single,university.degree,no,unknown,no,cellular,5,0,0,0
40,entrepreneur,married,high.school,no,unknown,no,cellular,5,0,0,0
49,blue-collar,married,basic.4y,no,yes,no,cellular,1,0,0,0
36,admin.,married,high.school,no,unknown,no,cellular,3,1,0,0
33,technician,married,basic.9y,no,unknown,no,telephone,1,0,0,0
36,blue-collar,married,basic.4y,unknown,unknown,no,cellular,1,0,0,0
42,technician,married,high.school,no,unknown,no,cellular,3,0,0,0
56,retired,married,high.school,unknown,no,no,telephone,2,0,0,0
27,admin.,divorced,high.school,no,unknown,no,cellular,4,0,0,0
60,admin.,married,university.degree,no,unknown,no,cellular,2,1,0,0
30,blue-collar,single,high.school,unknown,unknown,no,cellular,1,0,0,0
46,blue-collar,married,basic.6y,unknown,unknown,no,telephone,9,0,0,0
60,retired,married,basic.6y,unknown,unknown,no,cellular,1,0,0,0
30,blue-collar,married,basic.4y,unknown,unknown,no,telephone,4,0,0,0
29,technician,single,high.school,unknown,yes,no,cellular,2,0,0,0
37,housemaid,married,university.degree,no,unknown,no,telephone,1,0,0,0
53,technician,married,professional.course,unknown,unknown,no,telephone,1,0,0,0
52,admin.,married,university.degree,unknown,no,yes,cellular,3,0,0,0
42,self-employed,married,university.degree,no,unknown,no,cellular,4,1,0,0
33,unemployed,married,professional.course,unknown,unknown,no,telephone,2,0,0,0
