Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Age Group,WasContactedBefore,PreviouslyContacted 
blue-collar,married,basic.4y,unknown,unknown,no,telephone,1,36-45,0,0
blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,46-55,1,3
management,married,high.school,no,unknown,unknown,cellular,1,46-55,0,0
blue-collar,single,professional.course,no,unknown,no,cellular,1,26-35,0,0
blue-collar,married,basic.4y,unknown,unknown,no,cellular,8,26-35,0,0
management,married,university.degree,unknown,unknown,unknown,cellular,1,56-65,0,0
blue-collar,married,basic.4y,no,unknown,no,cellular,2,46-55,0,0
management,single,university.degree,no,yes,no,cellular,3,26-35,0,0
technician,single,university.degree,no,unknown,no,cellular,3,26-35,0,0
technician,divorced,university.degree,unknown,unknown,no,cellular,2,46-55,0,0
technician,married,professional.course,no,unknown,no,telephone,11,46-55,0,0
technician,married,basic.9y,no,unknown,unknown,telephone,4,36-45,0,0
unemployed,divorced,high.school,no,unknown,no,cellular,1,36-45,0,0
admin.,single,university.degree,no,yes,no,cellular,7,26-35,0,0
admin.,married,university.degree,no,yes,no,telephone,1,18-25,0,0
management,married,university.degree,no,unknown,yes,telephone,2,26-35,0,0
admin.,married,university.degree,no,unknown,unknown,cellular,1,56-65,0,0
blue-collar,married,basic.4y,unknown,no,no,cellular,1,56-65,0,0
blue-collar,married,basic.6y,unknown,no,no,cellular,2,36-45,0,0
self-employed,married,professional.course,no,unknown,no,telephone,1,26-35,0,0
blue-collar,married,basic.4y,unknown,unknown,no,telephone,1,46-55,0,0
unemployed,married,professional.course,no,yes,no,cellular,2,46-55,0,0
blue-collar,married,basic.9y,no,unknown,no,cellular,1,36-45,0,0
technician,single,professional.course,no,no,yes,cellular,2,26-35,0,0
admin.,divorced,university.degree,no,yes,no,cellular,1,36-45,0,0
blue-collar,single,basic.4y,unknown,unknown,no,telephone,1,36-45,0,0
admin.,single,university.degree,no,yes,no,telephone,3,26-35,1,6
self-employed,married,professional.course,no,unknown,no,telephone,1,26-35,0,0
blue-collar,single,basic.9y,no,yes,no,cellular,4,26-35,0,0
admin.,single,university.degree,no,unknown,no,cellular,1,26-35,0,0
admin.,divorced,university.degree,no,unknown,no,telephone,3,26-35,0,0
technician,married,professional.course,no,unknown,no,telephone,6,46-55,0,0
student,single,basic.9y,unknown,yes,yes,telephone,1,26-35,0,0
management,single,university.degree,no,no,no,cellular,2,26-35,0,0
blue-collar,married,basic.4y,unknown,no,no,telephone,7,36-45,0,0
blue-collar,married,basic.4y,unknown,unknown,yes,cellular,4,46-55,0,0
technician,single,professional.course,no,no,no,cellular,3,26-35,0,0
self-employed,divorced,university.degree,unknown,unknown,no,cellular,11,46-55,0,0
management,married,university.degree,no,unknown,unknown,cellular,2,36-45,0,0
services,married,university.degree,no,unknown,no,cellular,1,46-55,0,0
management,married,professional.course,no,no,no,cellular,1,36-45,0,0
admin.,single,university.degree,no,unknown,unknown,cellular,2,18-25,1,4
services,single,high.school,no,unknown,no,cellular,1,36-45,0,0
housemaid,divorced,basic.4y,unknown,yes,no,cellular,2,56-65,0,0
blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,26-35,0,0
admin.,single,university.degree,unknown,unknown,no,cellular,1,36-45,0,0
management,married,university.degree,no,unknown,no,cellular,6,26-35,0,0
management,married,university.degree,no,unknown,no,cellular,1,26-35,0,0
technician,single,professional.course,no,yes,yes,cellular,2,26-35,0,0
blue-collar,married,basic.6y,no,unknown,no,cellular,4,36-45,0,0
blue-collar,married,basic.4y,unknown,unknown,no,telephone,2,36-45,0,0
technician,divorced,professional.course,no,yes,unknown,cellular,3,36-45,0,0
management,married,university.degree,no,yes,no,cellular,4,36-45,0,0
blue-collar,single,high.school,no,no,no,cellular,2,36-45,0,0
admin.,single,high.school,no,unknown,no,cellular,1,26-35,0,0
blue-collar,married,basic.4y,no,no,yes,cellular,1,36-45,0,0
admin.,married,high.school,unknown,yes,yes,telephone,4,56-65,0,0
services,married,professional.course,no,unknown,yes,cellular,3,36-45,0,0
management,single,university.degree,no,unknown,no,cellular,1,26-35,0,0
admin.,single,high.school,no,unknown,unknown,telephone,2,26-35,0,0
housemaid,divorced,high.school,no,unknown,yes,telephone,4,56-65,0,0
admin.,married,high.school,no,unknown,unknown,cellular,1,36-45,0,0
blue-collar,married,basic.6y,unknown,no,no,cellular,1,36-45,0,0
services,divorced,high.school,no,unknown,unknown,cellular,2,46-55,0,0
blue-collar,married,basic.6y,unknown,no,no,cellular,5,46-55,0,0
technician,married,professional.course,no,no,unknown,telephone,6,26-35,1,6
admin.,single,high.school,no,unknown,no,telephone,2,26-35,0,0
student,single,basic.9y,no,yes,yes,cellular,3,18-25,1,6
entrepreneur,married,university.degree,unknown,unknown,no,telephone,2,36-45,0,0
admin.,married,professional.course,no,unknown,no,cellular,1,26-35,0,0
services,single,university.degree,no,yes,yes,cellular,6,26-35,0,0
technician,single,professional.course,no,yes,no,cellular,2,26-35,0,0
entrepreneur,married,university.degree,unknown,yes,no,telephone,8,46-55,0,0
retired,married,high.school,no,unknown,unknown,cellular,1,56-65,1,3
blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,1,36-45,0,0
housemaid,married,basic.6y,no,unknown,no,cellular,1,46-55,0,0
services,single,basic.4y,no,yes,no,telephone,1,26-35,0,0
blue-collar,single,basic.4y,no,unknown,no,telephone,2,26-35,0,0
technician,divorced,professional.course,no,unknown,no,cellular,1,46-55,0,0
student,single,university.degree,unknown,yes,no,cellular,2,26-35,0,0
technician,single,high.school,no,unknown,no,telephone,2,26-35,0,0
retired,married,unknown,no,unknown,no,telephone,1,56-65,0,0
self-employed,married,basic.9y,no,unknown,no,cellular,1,36-45,0,0
self-employed,married,basic.9y,no,no,no,telephone,2,26-35,0,0
admin.,divorced,professional.course,no,unknown,no,telephone,2,46-55,0,0
housemaid,married,basic.6y,no,yes,no,cellular,1,46-55,0,0
entrepreneur,single,university.degree,no,no,yes,cellular,1,26-35,0,0
admin.,divorced,basic.4y,no,yes,no,cellular,1,46-55,0,0
technician,single,professional.course,unknown,unknown,yes,cellular,7,26-35,0,0
blue-collar,married,basic.6y,no,no,unknown,cellular,2,46-55,0,0
retired,married,university.degree,unknown,unknown,yes,cellular,1,56-65,0,0
technician,married,unknown,unknown,unknown,unknown,telephone,1,36-45,0,0
blue-collar,married,basic.4y,no,yes,no,cellular,1,46-55,0,0
unemployed,single,high.school,no,unknown,no,cellular,3,26-35,1,6
technician,married,professional.course,no,no,yes,telephone,2,46-55,0,0
blue-collar,single,basic.4y,unknown,no,no,cellular,2,26-35,0,0
services,married,basic.9y,no,no,no,cellular,1,26-35,0,0
technician,single,high.school,unknown,unknown,no,telephone,2,26-35,0,0
blue-collar,single,basic.4y,no,no,no,telephone,1,26-35,0,0
technician,single,high.school,no,no,no,telephone,4,36-45,0,0
admin.,single,high.school,no,no,yes,telephone,1,26-35,0,0
services,single,high.school,no,unknown,no,cellular,4,26-35,0,0
technician,married,basic.9y,no,unknown,no,cellular,2,26-35,0,0
retired,divorced,high.school,no,unknown,yes,cellular,1,66+,1,3
admin.,married,university.degree,no,unknown,no,telephone,4,26-35,0,0
services,married,high.school,unknown,unknown,unknown,telephone,1,46-55,0,0
blue-collar,married,basic.9y,no,unknown,no,cellular,1,26-35,0,0
retired,married,basic.4y,no,yes,no,cellular,2,56-65,0,0
technician,married,basic.9y,no,no,no,telephone,3,46-55,0,0
housemaid,married,basic.4y,unknown,unknown,yes,cellular,4,46-55,0,0
technician,married,professional.course,unknown,yes,no,cellular,1,46-55,0,0
admin.,single,high.school,unknown,yes,no,cellular,1,26-35,0,0
technician,married,professional.course,no,unknown,no,telephone,6,36-45,0,0
technician,married,university.degree,unknown,unknown,no,telephone,1,36-45,0,0
technician,divorced,university.degree,no,unknown,yes,cellular,2,36-45,0,0
admin.,single,unknown,no,unknown,no,telephone,1,26-35,0,0
management,married,university.degree,no,no,no,cellular,1,36-45,0,0
blue-collar,single,basic.9y,no,yes,yes,telephone,9,46-55,0,0
technician,married,basic.9y,no,unknown,no,telephone,2,36-45,0,0
services,divorced,high.school,no,unknown,no,cellular,1,26-35,0,0
self-employed,divorced,university.degree,no,no,unknown,cellular,1,36-45,0,0
technician,single,university.degree,unknown,no,no,cellular,2,26-35,0,0
admin.,single,high.school,no,yes,no,cellular,1,36-45,0,0
technician,married,high.school,no,unknown,no,telephone,2,36-45,0,0
services,married,high.school,no,no,no,cellular,3,36-45,0,0
technician,single,university.degree,no,unknown,no,cellular,2,26-35,0,0
admin.,married,university.degree,unknown,unknown,no,telephone,3,46-55,0,0
management,married,university.degree,no,unknown,no,cellular,1,46-55,0,0
management,divorced,university.degree,no,unknown,no,telephone,3,46-55,0,0
technician,married,professional.course,no,unknown,no,telephone,8,36-45,0,0
management,married,university.degree,no,yes,no,telephone,2,36-45,0,0
management,married,university.degree,no,unknown,no,cellular,1,56-65,0,0
admin.,married,university.degree,no,unknown,unknown,telephone,2,26-35,0,0
management,married,high.school,no,yes,no,telephone,2,26-35,0,0
blue-collar,married,basic.6y,unknown,no,unknown,telephone,1,36-45,0,0
technician,married,professional.course,no,unknown,no,telephone,2,36-45,0,0
unemployed,married,basic.9y,no,unknown,yes,cellular,4,36-45,0,0
services,single,professional.course,no,yes,no,cellular,1,36-45,0,0
admin.,married,professional.course,no,unknown,no,cellular,1,36-45,0,0
admin.,single,university.degree,no,yes,unknown,cellular,1,36-45,0,0
retired,married,basic.4y,unknown,yes,no,telephone,4,46-55,0,0
admin.,married,university.degree,no,unknown,no,telephone,1,36-45,0,0
services,married,high.school,unknown,unknown,no,cellular,19,36-45,0,0
blue-collar,single,basic.6y,no,unknown,no,telephone,1,26-35,0,0
blue-collar,single,high.school,unknown,no,unknown,cellular,5,36-45,0,0
admin.,single,university.degree,no,yes,no,cellular,1,26-35,0,0
self-employed,married,high.school,no,no,no,cellular,3,46-55,0,0
technician,married,professional.course,no,yes,unknown,telephone,3,36-45,0,0
technician,single,university.degree,no,unknown,no,telephone,6,26-35,0,0
blue-collar,single,unknown,no,unknown,yes,telephone,2,36-45,0,0
technician,married,high.school,no,unknown,no,cellular,1,26-35,0,0
retired,married,basic.4y,no,unknown,no,cellular,1,56-65,0,0
management,married,university.degree,no,yes,yes,cellular,1,26-35,0,0
unemployed,married,basic.9y,no,unknown,no,telephone,1,26-35,0,0
self-employed,married,professional.course,no,yes,no,cellular,31,46-55,0,0
admin.,single,university.degree,no,unknown,no,cellular,2,36-45,0,0
blue-collar,divorced,basic.9y,no,unknown,unknown,telephone,2,18-25,0,0
admin.,single,university.degree,no,yes,no,cellular,2,26-35,0,0
technician,single,professional.course,no,unknown,no,cellular,1,26-35,0,0
services,married,high.school,no,unknown,no,cellular,1,46-55,0,0
admin.,married,university.degree,no,yes,no,telephone,8,36-45,0,0
entrepreneur,married,basic.6y,no,unknown,no,telephone,1,36-45,0,0
admin.,married,high.school,no,no,no,cellular,1,36-45,0,0
management,married,basic.9y,no,yes,no,telephone,1,46-55,0,0
unknown,married,unknown,unknown,unknown,no,telephone,3,46-55,0,0
admin.,single,university.degree,no,no,yes,cellular,3,26-35,0,0
self-employed,married,basic.4y,unknown,unknown,no,cellular,1,46-55,0,0
services,married,university.degree,no,yes,no,cellular,1,26-35,0,0
admin.,single,university.degree,no,no,unknown,cellular,3,26-35,0,0
self-employed,married,university.degree,unknown,unknown,unknown,telephone,1,36-45,0,0
admin.,single,university.degree,no,unknown,no,telephone,2,26-35,0,0
admin.,married,university.degree,no,unknown,no,cellular,1,36-45,0,0
admin.,married,university.degree,no,yes,no,cellular,1,26-35,1,10
unemployed,married,basic.9y,unknown,yes,no,cellular,1,36-45,0,0
blue-collar,married,basic.9y,no,yes,no,cellular,2,56-65,0,0
entrepreneur,married,basic.4y,unknown,unknown,no,cellular,3,26-35,0,0
retired,married,university.degree,unknown,unknown,no,telephone,3,46-55,0,0
technician,single,university.degree,no,unknown,no,cellular,1,26-35,0,0
admin.,married,high.school,no,unknown,no,cellular,1,46-55,0,0
admin.,married,high.school,no,unknown,no,cellular,1,36-45,0,0
management,divorced,professional.course,unknown,yes,unknown,cellular,2,66+,0,0
blue-collar,divorced,basic.4y,no,unknown,yes,telephone,1,46-55,0,0
blue-collar,married,basic.9y,no,unknown,no,telephone,1,26-35,0,0
admin.,married,university.degree,no,unknown,no,cellular,4,36-45,0,0
technician,married,university.degree,no,unknown,unknown,cellular,1,56-65,0,0
technician,married,professional.course,no,yes,no,cellular,2,46-55,0,0
blue-collar,married,basic.9y,unknown,unknown,no,cellular,8,56-65,0,0
student,single,unknown,no,unknown,no,cellular,2,18-25,1,3
management,married,university.degree,no,unknown,yes,cellular,2,36-45,0,0
admin.,married,high.school,unknown,unknown,no,cellular,1,36-45,0,0
services,single,basic.9y,no,unknown,unknown,cellular,1,26-35,0,0
services,married,high.school,unknown,yes,yes,cellular,6,36-45,0,0
admin.,married,university.degree,no,unknown,no,cellular,2,36-45,0,0
blue-collar,single,basic.9y,no,yes,no,telephone,4,18-25,0,0
technician,married,unknown,unknown,unknown,no,cellular,1,46-55,0,0
entrepreneur,married,basic.4y,no,yes,yes,cellular,2,46-55,0,0
blue-collar,single,basic.9y,unknown,unknown,no,cellular,1,26-35,0,0
blue-collar,divorced,basic.9y,no,yes,no,cellular,1,26-35,0,0
blue-collar,married,basic.4y,unknown,unknown,no,telephone,1,46-55,0,0
admin.,divorced,university.degree,no,yes,no,cellular,1,26-35,0,0
blue-collar,married,basic.4y,unknown,unknown,no,cellular,2,36-45,0,0
technician,married,unknown,no,unknown,no,cellular,1,46-55,0,0
admin.,married,high.school,no,unknown,no,telephone,2,36-45,0,0
blue-collar,divorced,basic.4y,no,yes,no,telephone,7,26-35,0,0
technician,single,professional.course,no,unknown,no,telephone,9,26-35,0,0
blue-collar,married,high.school,unknown,unknown,no,cellular,2,46-55,0,0
technician,single,unknown,no,no,no,telephone,1,36-45,0,0
admin.,married,high.school,no,unknown,no,telephone,1,46-55,0,0
management,married,university.degree,no,unknown,no,cellular,4,46-55,0,0
technician,married,basic.9y,unknown,unknown,no,telephone,2,46-55,0,0
technician,divorced,basic.9y,no,unknown,no,telephone,1,36-45,0,0
blue-collar,married,basic.9y,no,unknown,no,telephone,4,36-45,0,0
services,single,university.degree,no,unknown,unknown,cellular,2,26-35,0,0
student,single,high.school,no,unknown,no,cellular,1,18-25,1,3
admin.,married,university.degree,no,unknown,no,cellular,1,26-35,0,0
retired,divorced,university.degree,no,yes,no,cellular,1,46-55,0,0
admin.,married,high.school,unknown,unknown,no,telephone,5,36-45,0,0
admin.,married,high.school,no,unknown,no,cellular,1,26-35,1,4
management,married,university.degree,no,unknown,no,cellular,2,36-45,0,0
retired,married,university.degree,no,yes,no,cellular,1,56-65,1,3
technician,married,professional.course,no,no,no,cellular,2,26-35,0,0
technician,married,professional.course,no,unknown,no,cellular,7,36-45,0,0
housemaid,married,professional.course,no,unknown,no,cellular,1,26-35,0,0
services,married,basic.9y,no,unknown,no,telephone,1,36-45,0,0
technician,single,basic.9y,no,unknown,no,telephone,3,26-35,0,0
blue-collar,married,unknown,unknown,unknown,no,telephone,1,36-45,0,0
admin.,married,high.school,no,no,no,cellular,2,36-45,0,0
technician,single,university.degree,no,no,no,cellular,3,46-55,0,0
management,single,university.degree,no,unknown,unknown,cellular,1,26-35,0,0
technician,married,university.degree,no,unknown,no,cellular,1,36-45,1,2
blue-collar,married,basic.4y,unknown,unknown,yes,cellular,2,46-55,0,0
blue-collar,single,unknown,unknown,unknown,unknown,cellular,2,18-25,0,0
management,married,university.degree,no,unknown,no,telephone,3,26-35,0,0
services,married,high.school,no,yes,no,cellular,6,26-35,0,0
services,married,basic.9y,no,no,unknown,cellular,4,46-55,0,0
admin.,divorced,university.degree,no,yes,no,telephone,3,36-45,0,0
admin.,divorced,university.degree,no,yes,no,cellular,5,26-35,0,0
blue-collar,married,basic.9y,no,unknown,no,cellular,3,46-55,0,0
